scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,broad_category,specific_category,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
Larropsis,,Insecta,250752,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Gastrosericina,Larropsis,NA,,,,,
Holcopasites calliopsidis calliopsidis,,Insecta,313879,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Ammobatoidini,,Holcopasites,NA,Holcopasites calliopsidis,,Holcopasites calliopsidis calliopsidis,,
Augochloropsis viridula,,Insecta,1428143,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Augochloropsis,NA,Augochloropsis viridula,,,,
Hypocrabro,,Insecta,1245074,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Crabronini,Crabronina,Ectemnius,NA,,,,,
Mesoxaea vagans,,Insecta,577423,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Oxaeinae,,,,Mesoxaea,NA,Mesoxaea vagans,,,,
Xylocopa ruficornis,Yellow-headed Carpenter,Insecta,636180,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa ruficornis,,,,
Trachusa zebrata,Zebra Resin-Leafcutter,Insecta,965671,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Trachusa,NA,Trachusa zebrata,,,,
Trypoxylon,,Insecta,571473,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Trypoxylini,,Trypoxylon,NA,,,,,
Megachile albitarsis,,Insecta,308678,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,Megachile albitarsis,,,,
Caupolicana floridana,,Insecta,216340,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Diphaglossinae,,Caupolicanini,,Caupolicana,NA,Caupolicana floridana,,,,
Heterocentris,,Insecta,578098,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Centridini,,Centris,NA,,,,,
Homalictus,,Insecta,464697,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,,,,,
Agapostemon poeyi,,Insecta,307037,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Agapostemon,NA,Agapostemon poeyi,,,,
Parasphecodes,,Insecta,571277,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,,,,,
Megachile frigida,Frigid Leafcutter Bee,Insecta,199136,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,Megachile frigida,,,,
Apeulaema,,Insecta,578251,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Euglossini,,Eulaema,NA,,,,,
Anthidium maculosum,Spotted Woolcarder,Insecta,308703,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Anthidium,NA,Anthidium maculosum,,,,
Sphex jamaicensis,Jamaican Digger Wasp,Insecta,462190,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Sphex,NA,Sphex jamaicensis,,,,
Bombus transversalis,Amazonian Bumble Bee,Insecta,704787,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus transversalis,,,,
Bombus robustus,,Insecta,703453,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus robustus,,,,
Apis mellifera scutellata,African Honey Bee,Insecta,121322,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,NA,Apis mellifera,,Apis mellifera scutellata,,
Thyreus delumbatus,Curved Cloak-and-dagger Bee,Insecta,357582,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Melectini,,Thyreus,NA,Thyreus delumbatus,,,,
Chalepogenus caeruleus,Blue-tailed Mini-Oil digger,Insecta,980486,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Tapinotaspidini,,Chalepogenus,NA,Chalepogenus caeruleus,,,,
Paratrigona lineata,Lineated Margined-Stingless bee,Insecta,786076,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Paratrigona,NA,Paratrigona lineata,,,,
Lanthanomelissa parva,Dwarf Mini-Oil digger,Insecta,1451803,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Tapinotaspidini,,Lanthanomelissa,NA,Lanthanomelissa parva,,,,
Centris cineraria,Ashy Oil-Digger,Insecta,781084,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Centridini,,Centris,NA,Centris cineraria,,,,
Koptortosoma,,Insecta,571239,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,,,,,
Melanosarus,,Insecta,571094,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,,,,,
Hylaeus primulipictus,Primrose-spotted Masked Bee,Insecta,893424,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,Hylaeus primulipictus,,,,
Xylocopa dejeanii,Collared Carpenter Bee,Insecta,502266,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa dejeanii,,,,
Bombus funebris,Gray-backed Bumble Bee,Insecta,570750,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus funebris,,,,
Apis mellifera iberiensis,Iberian Honey Bee,Insecta,483747,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,NA,Apis mellifera,,Apis mellifera iberiensis,,
Partamona,,Insecta,572411,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Partamona,NA,,,,,
Trigona ferricauda,Rusty-tailed Stingless bee,Insecta,604425,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Trigona,NA,Trigona ferricauda,,,,
Tetragonula,,Insecta,356051,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Tetragonula,NA,,,,,
Diceratosmia,,Insecta,628299,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Osmia,NA,,,,,
Andrena obscuripennis,Dark-winged Miner,Insecta,573970,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena obscuripennis,,,,
Melipona,,Insecta,252668,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Melipona,NA,,,,,
Osmia ribifloris ribifloris,,Insecta,313902,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Osmia,NA,Osmia ribifloris,,Osmia ribifloris ribifloris,,
Neolarra,,Insecta,176755,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Neolarrini,,Neolarra,NA,,,,,
Colletes cunicularius,Early Cellophane Bee,Insecta,484487,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,NA,Colletes cunicularius,,,,
Lasioglossum pacificum,Pacific Sweat Bee,Insecta,344901,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum pacificum,,,,
Bombus jonellus,Heath Bumble Bee,Insecta,452446,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus jonellus,,,,
Melitta americana,Blueberry Blunt-horn,Insecta,458973,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Melittinae,,,,Melitta,NA,Melitta americana,,,,
Ammobates,,Insecta,433133,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Ammobatini,,Ammobates,NA,,,,,
Ammobates oraniensis,,Insecta,572301,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Ammobatini,,Ammobates,NA,Ammobates oraniensis,,,,
Hylaeus graenicheri,Graenicher's Masked Bee,Insecta,884424,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,Hylaeus graenicheri,,,,
Hoplisoides,,Insecta,250781,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Gorytina,Hoplisoides,NA,,,,,
Lasioglossum tamiamense,,Insecta,1027960,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum tamiamense,,,,
Dioxyini,,Insecta,541028,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Dioxyini,,,NA,,,,,
Dioxys cinctus,,Insecta,1099652,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Dioxyini,,Dioxys,NA,Dioxys cinctus,,,,
Nomioides,,Insecta,347680,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomioidinae,,,,Nomioides,NA,,,,,
Anthocopa,,Insecta,633380,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Hoplitis,NA,,,,,
Hylaeus sulphuripes,Sulphur-legged Masked Bee,Insecta,867759,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,Hylaeus sulphuripes,,,,
Pseudapis oxybeloides,Indian Epaulette-Nomia,Insecta,362622,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Pseudapis,NA,Pseudapis oxybeloides,,,,
Pseudapis,,Insecta,606709,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Pseudapis,NA,,,,,
Andrena rufosignata,Brown-fovea Miner,Insecta,198967,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena rufosignata,,,,
Cephalosmia,,Insecta,628298,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Osmia,NA,,,,,
Nomada erigeronis,,Insecta,1426374,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Nomadini,,Nomada,NA,,,,,
Andrena nigrocaerulea,Blue-and-black Mining Bee,Insecta,345300,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena nigrocaerulea,,,,
Andrena rogenhoferi,,Insecta,433170,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena rogenhoferi,,,,
Coelioxys afer,Short Sharp-tail Bee,Insecta,626570,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Coelioxys,NA,Coelioxys afer,,,,
Andrena distans,Cranesbill Miner,Insecta,199009,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena distans,,,,
Bombus veteranus,Sand-coloured Carder Bee,Insecta,537132,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus veteranus,,,,
Ceratina mikmaqi,,Insecta,459052,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,Ceratina mikmaqi,,,,
Nomada articulata,Articulated Nomad,Insecta,1426445,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,,Nomadini,,Nomada,NA,Nomada articulata,,,,
Hylaeus mesillae,Mesilla Masked Bee,Insecta,199049,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,Hylaeus mesillae,,,,
Melissodes bimaculatus bimaculatus,,Insecta,1028026,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Eucerini,,Melissodes,NA,Melissodes bimaculatus,,Melissodes bimaculatus bimaculatus,,
Anthidium vigintiduopunctatum,Twenty-two-spotted Woolcarder,Insecta,330265,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Anthidium,NA,Anthidium vigintiduopunctatum,,,,
Ctenonomia,,Insecta,571270,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,,,,,
Bembix sinuata,,Insecta,507364,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Bembicina,Bembix,NA,Bembix sinuata,,,,
Ptiloglossa,,Insecta,252824,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Diphaglossinae,,Caupolicanini,,Ptiloglossa,NA,,,,,
Prionyx kirbii,,Insecta,131028,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Prionychini,,Prionyx,NA,Prionyx kirbii,,,,
Rhodanthidium infuscatum,Dark-winged Red-Resin bee,Insecta,961551,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Rhodanthidium,NA,Rhodanthidium infuscatum,,,,
Pseudoanthidium,Small Carder Bees,Insecta,434303,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Pseudoanthidium,NA,,,,,
Hexataenites,,Insecta,606641,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Halictus,NA,,,,,
Apis mellifera capensis,Cape Honey Bee,Insecta,429428,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,NA,Apis mellifera,,Apis mellifera capensis,,
Megachile albisecta,,Insecta,703002,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,Megachile albisecta,,,,
Lithurgopsis apicalis,Orange-tipped Woodborer,Insecta,493831,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Lithurginae,,,,Lithurgopsis,NA,Lithurgopsis apicalis,,,,
Isodontia exornata,,Insecta,506023,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Isodontia,NA,Isodontia exornata,,,,
Bombus bohemicus,Bohemian Cuckoo Bumble bee,Insecta,125884,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus bohemicus,,,,
Bombus flavidus appalachiensis,,Insecta,1355748,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus flavidus,,Bombus flavidus appalachiensis,,
Thyreus truncatus,,Insecta,1372574,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Melectini,,Thyreus,NA,Thyreus truncatus,,,,
Cercerini,Weevil Wasps and Allies,Insecta,575002,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Cercerini,,,NA,,,,,
Xylocopa pubescens,Pubescent Carpenter Bee,Insecta,357357,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa pubescens,,,,
Lasioglossum albescens,White Combed-Sweat Bee,Insecta,570778,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum albescens,,,,
Ectemnius cephalotes,Large Ectemnius,Insecta,546950,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Crabronini,Crabronina,Ectemnius,NA,Ectemnius cephalotes,,,,
Osmia californica,California Mason Bee,Insecta,226664,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Osmia,NA,Osmia californica,,,,
Ceratina cockerelli,,Insecta,572807,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,Ceratina cockerelli,,,,
Xylocopa darwini,Galápagos carpenter bee,Insecta,62901,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa darwini,,,,
Xylocopa latipes,Broad-handed Carpenter Bee,Insecta,363759,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa latipes,,,,
Astata unicolor,,Insecta,481548,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Astatinae,,,,Astata,NA,Astata unicolor,,,,
Michenerella,,Insecta,699697,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Heriades,NA,,,,,
Xylocopa abbotti,Abbott's Carpenter,Insecta,1106536,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa abbotti,,,,
Nomia,,Insecta,57676,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Nomia,NA,,,,,
Ceratina unimaculata,One-spotted Small Carpenter,Insecta,572592,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,Ceratina unimaculata,,,,
Philanthus politus,,Insecta,469503,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Philanthini,Philanthina,Philanthus,NA,Philanthus politus,,,,
Bombus soroeensis,Broken-belted Bumble Bee,Insecta,447123,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus soroeensis,,,,
Xylocopa tranquebarorum,Bronze-winged Bamboo-Carpenter,Insecta,502613,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa tranquebarorum,,,,
Bombus ashtoni,Ashton's Cuckoo Bumble Bee,Insecta,198857,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus ashtoni,,,,
Colletes simulans,Spine-shouldered Cellophane Bee,Insecta,179699,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,NA,Colletes simulans,,,,
Hoplitis albifrons maura,Pacific Black Small-Mason,Insecta,1094464,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Hoplitis,NA,Hoplitis albifrons,,Hoplitis albifrons maura,,
Ammophila sabulosa,Red-belted Sand Wasp,Insecta,118841,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,Ammophilini,,Ammophila,NA,Ammophila sabulosa,,,,
Dieunomia,,Insecta,606684,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Dieunomia,NA,,,,,
Colletes compactus,Aster Cellophane Bee,Insecta,199043,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,NA,Colletes compactus,,,,
Apis cerana indica,Indian Honey Bee,Insecta,602301,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,NA,Apis cerana,,Apis cerana indica,,
Lipotriches lonavlaensis,,Insecta,1153802,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Nomiinae,,,,Lipotriches,NA,Lipotriches lonavlaensis,,,,
Xylocopa aestuans,White-cheeked Carpenter,Insecta,357129,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa aestuans,,,,
Xylocopa appendiculata circumvolans,Japanese Carpenter Bee,Insecta,437627,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa appendiculata,,Xylocopa appendiculata circumvolans,,
