"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"1676",1.00367770627252,9.17195945919907e-05,0.000339043547875131,NA,-0.00109505971114432,NA,NA,NA,-0.000665829469467946,NA,7.30490322382559e-05,-3.02017039062323e-05,NA,10,16.4113439634158,-2.82268792683169,14.6237131688791,2.26477759797017e-05,0.162
"1420",0.938320263000682,9.87062047852906e-05,-0.00103608264116093,NA,-0.000924358787242084,NA,NA,NA,0.000308646036978627,0.000710535940886073,NA,-2.56571664845155e-05,NA,10,16.4098661638655,-2.81973232773101,14.6266687679798,2.2614331824508e-05,0.162
"1486",1.22969427570149,0.000113555896125818,NA,-9.08955355480391e-05,-0.00354863420426198,NA,NA,-6.59230012062029e-05,0.000799155365697844,-0.00087732101673519,NA,-2.65068783817826e-05,NA,11,18.6945919319094,-2.8177552923903,14.6286458033205,2.25919882032478e-05,0.267
"1262",1.31988678782915,0.000127848784696896,NA,-0.000125231214819729,-0.00289960661418217,NA,0.000270525768777282,-4.00476002451266e-05,-4.83470456984556e-06,NA,NA,-2.92818038813765e-05,NA,11,18.6945868214459,-2.81774507146325,14.6286560242476,2.25918727480112e-05,0.267
"112",0.806335199704878,9.88665236000785e-05,-4.82950086511352e-05,-7.23928970575378e-05,-0.00317599471164107,NA,-4.0724725978076e-05,-2.95181488695573e-05,NA,NA,NA,NA,NA,10,16.4073983969675,-2.81479679393505,14.6316043017758,2.25585937276132e-05,0.161
"2451",0.576961963124947,NA,0.00144486963956353,NA,NA,-7.83852458345919e-05,NA,NA,-0.00060848446940277,-0.000941339574536836,NA,NA,-0.0255634129625869,9,14.3197790574699,-2.81347115841804,14.6329299372928,2.2543646445293e-05,0.052
"854",0.696386186858101,0.000139787609425006,NA,2.65183207526628e-05,NA,-0.000224349672869409,NA,5.99189223119086e-06,NA,0.000658970396293312,-0.000195688432455076,NA,NA,10,16.4065477377613,-2.81309547552263,14.6333056201882,2.25394122118029e-05,0.163
"985",0.653931581541924,NA,NA,NA,-0.0023674838322561,-0.000258592946310921,NA,-0.000104667735983862,0.00344468375032836,-0.00252516094934894,-0.000216881057257631,NA,NA,10,16.4061586161683,-2.81231723233667,14.6340838633741,2.25306433460063e-05,0.164
"3340",0.910395184185997,0.000100595138856907,-0.000366842512882881,NA,-0.00093490328041335,NA,NA,NA,NA,0.000368114099574862,NA,-2.50229080047093e-05,0.00425135613715453,10,16.4055887899257,-2.81117757985145,14.6352235158594,2.2517808451342e-05,0.162
"3164",1.40496301672517,0.00013067294379907,-0.000285181598866219,NA,-0.00265269930877126,-0.000259672843418054,NA,-4.29154075170822e-05,NA,NA,NA,-2.86149950094119e-05,-0.0163325941827135,11,18.6893107297235,-2.80719288801848,14.6392082076923,2.24729898495304e-05,0.267
"1630",1.31973253316477,0.000132904583432097,NA,-4.87794675866277e-05,-0.00303418802649608,-0.000130956918420624,NA,-3.94498227283819e-05,NA,NA,-3.84881975119808e-05,-2.53323214338052e-05,NA,11,18.6889552026904,-2.80648183395231,14.6399192617585,2.24650015142434e-05,0.268
"2355",0.602276436571113,NA,0.000173059555049388,NA,NA,-9.58136398960265e-05,7.48263403805772e-05,NA,NA,-0.000298661506776611,NA,NA,-0.0328632512914067,9,14.3153796553731,-2.80467235422437,14.6417287414864,2.2444685723468e-05,0.051
"2778",0.89791093317566,0.00016255568779641,NA,NA,-0.00217119251566713,-0.000307223094893044,NA,-3.5991908816992e-05,0.0011095569895036,NA,-0.000280685917222486,NA,0.00281794623809922,11,18.6874714254661,-2.80351427950368,14.6428868162071,2.24316931738417e-05,0.266
"2481",0.650201000292394,NA,NA,NA,NA,-0.000105022921812825,8.19468265338296e-05,NA,-5.63813499721137e-05,-0.000154778486911024,NA,NA,-0.0360755839694589,9,14.3122347113077,-2.79838246609357,14.6480186296172,2.23742093225598e-05,0.051
"1245",1.15626629239277,NA,NA,-0.000106782414230196,-0.00308800500124696,7.71987531880345e-05,NA,-2.20652679343779e-05,0.00019067632759126,NA,NA,-2.1399380176642e-05,NA,10,16.3979958694305,-2.79599173886096,14.6504093568498,2.23474799856133e-05,0.163
"176",0.840832696478053,9.95466321882339e-05,0.00134844810882782,-6.55437362493206e-05,-0.0029119352133251,NA,-6.4883953255758e-05,NA,-0.00138794762598558,NA,NA,NA,NA,10,16.3962982561358,-2.79259651227157,14.6538045834392,2.23095747897721e-05,0.16
"414",0.849376388213626,8.64223941597221e-05,NA,-0.000154967453136675,-0.00347449126315387,0.000235585722474875,NA,NA,-0.000668557133740411,0.000658658309021928,NA,NA,NA,10,16.3946954949672,-2.78939098993433,14.6570101057765,2.22738465092095e-05,0.16
"3674",1.30920653076268,0.000137415171385659,NA,NA,-0.00252153754049795,-0.000267681930765644,NA,-3.72229964125814e-05,NA,NA,-5.41228550169875e-05,-2.31797398211489e-05,-0.0116145513977842,11,18.6801554888987,-2.78888240636877,14.657518689342,2.22681831731717e-05,0.266
"574",0.677227687726201,9.077674210294e-05,NA,-0.000223506053465297,-0.00198418262686092,0.00038736833138335,0.000444642537168683,NA,NA,NA,-7.77528266547764e-05,NA,NA,10,16.3940177091496,-2.78803541829917,14.6583656774116,2.22587547270183e-05,0.164
"1734",0.588838046753316,0.000113527003666557,NA,-3.7648289688503e-05,NA,NA,NA,-6.2128576851682e-06,0.000766437121838417,NA,-0.000170295092878785,-4.9228579437345e-06,NA,10,16.3932911552078,-2.78658231041565,14.6598187852952,2.22425884145928e-05,0.162
"1869",1.29473784953536,NA,NA,-6.99684128174976e-05,-0.00288826226183708,NA,NA,-3.09595990670863e-05,NA,-0.00020070601674753,8.02351575512865e-05,-3.25186278128842e-05,NA,10,16.3929569755777,-2.78591395115537,14.6604871445554,2.22351566364667e-05,0.164
"3466",0.883491470642303,9.99667387680633e-05,NA,NA,-0.000924023581819108,NA,NA,NA,-0.000129394079291615,0.000155101798123839,NA,-2.43813509771881e-05,0.00572744410499177,10,16.3922469965154,-2.78449399303074,14.6619071026801,2.22193757435221e-05,0.161
"756",0.548413368373906,0.000181643448195122,-0.00478768642884758,NA,NA,-0.000373037995912513,0.000314633333708724,-0.000118037353046243,0.00657176781841252,NA,-0.000446962320567649,NA,NA,11,18.6768806329239,-2.78233269441931,14.6640684012915,2.21953773598053e-05,0.27
"1629",1.22395759139398,NA,NA,-9.92952561084223e-05,-0.00306325682454554,6.93577068996942e-05,NA,-2.27872714067768e-05,NA,NA,4.06383485496261e-05,-2.63101595220689e-05,NA,10,16.3885610187629,-2.77712203752581,14.669279058185,2.21376263745923e-05,0.163
"3718",0.417589208385038,0.000115169012768354,NA,-3.44966330755085e-05,NA,NA,NA,NA,0.00124968274626205,NA,-0.000245407737985769,5.25718484952412e-07,0.0139993719526818,10,16.3865200099448,-2.77304001988964,14.6733610758212,2.20924893621395e-05,0.162
"3030",-0.00185835296789416,0.000250965813076231,NA,0.000230038151111282,NA,-0.000990559987202812,NA,-0.000260174971797078,0.00946943867764103,-0.00621228677457338,-0.000695346500911173,NA,0.0751736914431754,12,21.184246058374,-2.76849211674791,14.6779089789629,2.20423091865176e-05,0.374
"2387",0.551155170649093,NA,0.000788477553879397,NA,NA,-7.69615178849324e-05,NA,-1.05803991332805e-05,NA,-0.000895633081939049,NA,NA,-0.0268732722894588,9,14.2963205135345,-2.7665540705472,14.6798470251636,2.20209600253165e-05,0.05
"2389",0.660935761448569,NA,NA,2.59445029172483e-05,NA,-0.000154695153042087,NA,-4.35100159096929e-06,NA,-0.000257888640340458,NA,NA,-0.0370942080002094,9,14.2962732547646,-2.76645955300749,14.6799415427033,2.2019919366425e-05,0.05
"904",0.538712566471604,0.000116563371213482,-0.00119613643207228,-4.16009678976651e-05,NA,NA,NA,NA,0.00146925000140502,0.000776865316179556,-0.000230707223517051,NA,NA,10,16.3827863940198,-2.76557278803956,14.6808283076712,2.2010158283986e-05,0.161
"2785",0.478684539859353,NA,NA,NA,NA,NA,-0.000103527792240581,9.15289239350644e-06,0.000597800644707358,NA,-0.00011045370896733,NA,-0.00432390833158475,9,14.2935774250363,-2.76106789355092,14.6853332021599,2.1960637356188e-05,0.05
"1615",1.30751009637233,NA,-0.000172645101576272,-7.03480052822429e-05,-0.00286242716016998,NA,NA,-2.74996283997599e-05,NA,NA,7.84843699682313e-05,-3.28790269481264e-05,NA,10,16.3793408792959,-2.75868175859189,14.6877193371189,2.19344524572106e-05,0.163
"2327",0.598871913838215,NA,0.000192699658503927,1.83235245448452e-05,NA,-0.00012214851512676,NA,NA,NA,-0.000317422971903606,NA,NA,-0.0325429682237017,9,14.2911278676189,-2.75616877871608,14.6902323169947,2.19069093458495e-05,0.05
"1374",1.36319851664894,0.000129308013756155,NA,-3.73804112792738e-05,-0.00297291549770763,-0.00015098653144466,NA,-4.43015925799604e-05,NA,-0.000135821831720732,NA,-3.03029200932942e-05,NA,11,18.6636655274713,-2.75590248351394,14.6904986121969,2.19039926876006e-05,0.267
"3212",0.864770471999252,9.89670433612323e-05,0.000241086198970304,NA,-0.00091914394914804,NA,NA,NA,-0.000218862904739286,NA,NA,-2.35631072617954e-05,0.00565553096806218,10,16.3775175364366,-2.75503507287311,14.6913660228377,2.18944948692097e-05,0.16
"3850",0.85042303787091,9.80350804287886e-05,NA,NA,-0.000869000979687357,NA,NA,NA,NA,0.000120331999199691,-5.29727827506861e-06,-2.43344799108548e-05,0.0075784827422247,10,16.3764210623906,-2.7528421247812,14.6935589709296,2.18705012804139e-05,0.16
"412",0.708590561974466,0.000106856304205443,0.00433581027703932,NA,-0.00183122269797194,-0.000154958452521694,NA,NA,-0.00258004300425012,-0.00186110347748144,NA,NA,NA,10,16.3747570168866,-2.74951403377311,14.6968870619377,2.18341380345258e-05,0.158
"848",0.946903026577196,0.000134033580323631,0.00162720440505885,-0.000108949450106894,-0.00350973052031852,NA,NA,-4.20954741993423e-05,NA,-0.00112594982089668,-0.000174266847541827,NA,NA,11,18.6604595991244,-2.74949062682019,14.6969104688906,2.18338825007006e-05,0.265
"2289",0.670245475341679,NA,NA,NA,NA,-0.000107081127526973,7.38806582809337e-05,4.01489991202145e-06,-0.00020295168965736,NA,NA,NA,-0.0361008215821501,9,14.285849246485,-2.74561153644828,14.7007895592625,2.17915757402051e-05,0.05
"2453",0.64555182341705,NA,NA,2.03921442562421e-05,NA,-0.000134417508092235,NA,NA,-4.18932503309844e-05,-0.000166241715812435,NA,NA,-0.0357790479304085,9,14.2852164936008,-2.74434603067978,14.702055065031,2.17777914192974e-05,0.05
"1261",1.17315318303944,NA,NA,-7.19762369601943e-05,-0.00294435481675578,NA,-6.0107125126468e-05,-2.22680282442551e-05,0.000197684492653701,NA,NA,-2.27353072434098e-05,NA,10,16.3717769985321,-2.74355399706417,14.7028470986466,2.17691687553311e-05,0.162
"3662",1.25171369538893,0.000122485064421199,NA,-0.000101166432682415,-0.00352433356232374,NA,NA,-3.5501848567834e-05,NA,NA,-6.10504855387692e-05,-1.61653354083721e-05,-0.0102477406998949,11,18.6560116835212,-2.74059479561385,14.705806300097,2.1736982894438e-05,0.265
"2227",0.668640301447019,NA,-0.00019166148637235,NA,NA,-0.000110795429102527,8.12056322553301e-05,NA,-2.4175778308493e-05,NA,NA,NA,-0.0368776545852568,9,14.2829357304151,-2.73978450430838,14.7066165914024,2.17281780340607e-05,0.049
"2163",0.6618167492572,NA,-0.000205293677221161,NA,NA,-0.000108273811670085,7.88511566498846e-05,2.06757477927223e-07,NA,NA,NA,NA,-0.0366139956120743,9,14.2826986422589,-2.73931032799615,14.7070907677147,2.17230271510257e-05,0.049
"1590",0.878691350075128,9.81068560345599e-05,NA,3.34946753251221e-05,NA,-0.000147271279102982,4.26920250920833e-05,NA,NA,NA,-3.31896852065541e-06,-2.607538070402e-05,NA,10,16.3691780135766,-2.73835602715319,14.7080450685576,2.17126644719396e-05,0.162
"1645",1.24217969990538,NA,NA,-6.8121464919657e-05,-0.00292736979865883,NA,-5.12215295052653e-05,-2.3015024482207e-05,NA,NA,4.33127118527e-05,-2.78624640669436e-05,NA,10,16.3672157622827,-2.73443152456549,14.7119695711453,2.16701005422072e-05,0.162
"1741",1.20778820877741,NA,NA,-7.70029739906872e-05,-0.00283029642488203,NA,NA,-2.30888752123973e-05,0.000117574523829541,NA,2.13994876254178e-05,-2.57698758129453e-05,NA,10,16.3664477643301,-2.73289552866022,14.7135055670506,2.16534643384603e-05,0.162
"988",0.830191921531355,0.000184551329368812,-0.00346939880650202,NA,-0.00334497364010495,-0.00043006347235858,NA,-0.000174078641982,0.00681461316048762,-0.00179425176195491,-0.000439406419394969,NA,NA,12,21.162921435635,-2.72584287126993,14.7205582244409,2.15772415780536e-05,0.368
"1359",1.12062626627277,NA,0.000882526867246544,-7.80109831346271e-05,-0.00291856539406442,NA,NA,-3.25331481481353e-05,NA,-0.000793569854528752,NA,-2.02820236563063e-05,NA,10,16.3622963497605,-2.72459269952103,14.7218083961898,2.15637581637186e-05,0.162
"2851",0.442106117103363,NA,0.00141677204549238,NA,NA,NA,-5.62312236533229e-05,NA,NA,-0.00105482580432826,-7.55899467965139e-05,NA,-0.00370990785680423,9,14.2704216446993,-2.71475633287677,14.731644762834,2.14579640187054e-05,0.049
"219",0.641286231334979,NA,0.00022013529234328,NA,-0.00151050791982163,-0.000101501538057794,NA,-4.51567190873039e-06,-0.000108376036733833,NA,NA,NA,NA,9,14.2694833581039,-2.71287975968606,14.7335213360248,2.14378397413493e-05,0.049
"3166",1.332053016574,0.000122485574933999,NA,-4.23190225505162e-05,-0.00293028517584542,-0.000146516822910185,NA,-3.76470952232213e-05,NA,NA,NA,-2.88740917535566e-05,-0.00535438871612785,11,18.6419957924603,-2.71256301349206,14.7338380822188,2.14344448331147e-05,0.264
"867",0.428806705885943,NA,0.0014794827552382,NA,NA,NA,-6.26046250157957e-05,1.80476522454285e-06,NA,-0.00102779443553252,-8.46277776675481e-05,NA,NA,9,14.2668597369909,-2.70763251746001,14.7387685782508,2.13816686903845e-05,0.049
"3596",0.821388804625854,9.66272700163608e-05,0.000131917890870126,NA,-0.000845890270765224,NA,NA,NA,NA,NA,-1.14650104063172e-05,-2.2773213348903e-05,0.00668513709243773,10,16.3529072579354,-2.70581451587071,14.7405865798401,2.13622415675268e-05,0.159
"1120",1.36025359617786,0.000127590286400372,-8.75215531756336e-05,-4.21263999962287e-05,-0.00297490696036728,-0.000138470075626767,NA,-4.09575621542951e-05,NA,NA,NA,-3.03451897377053e-05,NA,11,18.6386115600632,-2.70579454869778,14.740606547013,2.13620282968056e-05,0.265
"1149",1.16189823791152,NA,NA,-0.000226676793889139,-0.00324841943456042,0.000301524757289733,0.000345304755376087,-2.36625158114179e-05,NA,NA,NA,-1.8390104427057e-05,NA,10,16.3525430010967,-2.70508600219343,14.7413150935174,2.13544616419787e-05,0.162
"2755",0.418066392564887,NA,-0.00142836534911545,NA,NA,NA,NA,-1.58649404243452e-05,0.00204939875372974,NA,-0.000132883676433359,NA,-0.00432542552713676,9,14.2636665517496,-2.70124614697756,14.7451549487333,2.13135019539195e-05,0.049
"2947",0.435808266829638,NA,0.000427367088487382,NA,NA,NA,NA,NA,0.000593100089725657,-0.000582209482463375,-9.10611175486199e-05,NA,-0.00512889989046031,9,14.2616914968913,-2.69729603726092,14.7491050584499,2.12714481612817e-05,0.049
"2261",0.663552879366412,NA,NA,1.64649100655294e-05,NA,-0.000127093472120987,NA,4.67290877817737e-06,-0.000196555072860538,NA,NA,NA,-0.0356568211315586,9,14.2609030309982,-2.69571910547473,14.7506819902361,2.1254682960173e-05,0.048
"1658",1.33199650888882,0.000134531772365891,NA,NA,-0.00281404534728265,-0.000229086142252467,-9.11494996524555e-05,-3.89146298474008e-05,NA,NA,-3.57137396452266e-05,-2.72044440302613e-05,NA,11,18.6335379660048,-2.69564736058112,14.7507537351297,2.12539205163646e-05,0.265
"1616",1.18338906821848,0.000128531971933269,0.000261884770203504,-0.000101284520044698,-0.00340375359190634,NA,NA,-3.15625081257455e-05,NA,NA,-9.4535437524466e-05,-1.479195519007e-05,NA,11,18.6325707076556,-2.69371284388263,14.7526882518282,2.12333724235502e-05,0.264
"359",0.346707545897742,NA,0.0029276728000488,-7.07149144853566e-05,NA,NA,0.000398178299956387,-4.27569223747217e-05,NA,-0.00283124839628071,NA,NA,NA,9,14.2598174929082,-2.69354802929472,14.7528530664161,2.12316227108828e-05,0.049
"1119",1.16790544042365,NA,0.000121667114398705,-0.000109176358914095,-0.00312083621914074,8.63549209237677e-05,NA,-1.98037147920855e-05,NA,NA,NA,-2.06054328260666e-05,NA,10,16.3464684997944,-2.69293699958877,14.753464096122,2.12251371255635e-05,0.161
"1926",0.59422969853532,0.000110934319800456,NA,-3.5446299939849e-05,NA,NA,NA,NA,0.000635090559975607,0.000126364064075652,-0.000165148908793329,-5.21967423374061e-06,NA,10,16.3457963795359,-2.69159275907177,14.754808336639,2.12108760740198e-05,0.159
"2513",0.608429141147842,NA,NA,NA,NA,-7.69627272491076e-05,NA,-3.70298673599403e-06,0.000101775177740165,-0.000269161156286579,NA,NA,-0.0324556353889049,9,14.25603120391,-2.68597545129832,14.7604256444125,2.11513856476099e-05,0.048
"2135",0.653874120359052,NA,-0.000194328386910605,1.77109482585727e-05,NA,-0.000130050720052628,NA,1.0968585090878e-06,NA,NA,NA,NA,-0.0360143512532584,9,14.2554505522863,-2.68481414805084,14.76158694766,2.11391076261609e-05,0.048
"1402",1.37373200102644,0.00013169152817981,NA,NA,-0.00279190858057952,-0.000228000375748416,-6.3107520838668e-05,-4.44685994485582e-05,NA,-0.000148411288497895,NA,-3.15502024396617e-05,NA,11,18.6270149727651,-2.68260137410165,14.7637997216092,2.11157325261662e-05,0.265
"2199",0.663129848403245,NA,-0.000215300592729472,1.92189391142364e-05,NA,-0.000136926992938134,NA,NA,3.4090177627186e-06,NA,NA,NA,-0.0365663791438814,9,14.2540416251144,-2.68199629370704,14.7644048020038,2.11093451345516e-05,0.048
"1373",1.17936424534603,NA,NA,-0.000112498856707327,-0.00314888179317892,9.60123046633497e-05,NA,-1.84692938894088e-05,NA,0.000109281711827901,NA,-2.07043432075794e-05,NA,10,16.3376779132498,-2.67535582649955,14.7710452692113,2.10393734030105e-05,0.161
"3722",0.884892298769033,8.86031818447711e-05,NA,NA,-0.000928273297321967,NA,NA,NA,-0.000128395378342503,NA,2.4634515220791e-05,-2.43133240139861e-05,-0.00210064025000759,10,16.3343145034368,-2.6686290068736,14.7777720888372,2.09687282389648e-05,0.158
"1246",1.33817444854427,0.00012526369804432,NA,-4.30691701157626e-05,-0.00293354700918811,-0.000137293827682634,NA,-3.86660692942367e-05,-6.99067920730421e-06,NA,NA,-3.02039459739359e-05,NA,11,18.6183758745223,-2.66532317761597,14.7810779180948,2.0934097350147e-05,0.264
"2282",0.868134430672326,7.83572035013692e-05,NA,NA,-0.00305389019521848,NA,-0.000401037856711944,-1.02513438631601e-05,-0.00037828676356328,NA,NA,NA,-0.0240067957150365,10,16.331951213632,-2.66390242726402,14.7824986684468,2.09192315678245e-05,0.156
"2259",0.646284896064996,NA,0.000198366371974059,NA,NA,-7.86440598839341e-05,NA,8.93402106485698e-06,-0.000352150227345036,NA,NA,NA,-0.0328294519794709,9,14.2446116406422,-2.66313632476274,14.7832647709481,2.09112199645354e-05,0.047
"728",0.55531201130785,0.000181146433385464,-0.00485646049984045,0.000101232976790024,NA,-0.000553798808223288,NA,-0.000118149890500422,0.00668636602019307,NA,-0.000459514673838271,NA,NA,11,18.6167432729538,-2.66205797447901,14.7843431212318,2.08999481935468e-05,0.268
"3343",1.270475299417,NA,-0.00119576897201846,-8.0536538770198e-05,-0.00273469551556757,NA,NA,NA,NA,0.00112584987041837,NA,-1.79597665518857e-05,-0.0271227195797137,10,16.3300814211511,-2.66016284230216,14.7862382534087,2.08801534912641e-05,0.159
"1672",0.566426497775449,0.000109861200896789,0.000153933926546372,-3.45460943616466e-05,NA,NA,NA,NA,0.000623794094983737,NA,-0.000170209920833806,-3.97399698984245e-06,NA,10,16.3275507221322,-2.65510144426433,14.7912996514465,2.08273789137608e-05,0.158
"1882",1.36324105962155,0.000136403951077638,NA,NA,-0.00255963352041139,-0.000243082306872679,NA,-4.39707467094389e-05,NA,-0.000131816718912762,-8.67278326350873e-06,-3.13630059798566e-05,NA,11,18.6083952748946,-2.6453619783606,14.8010391173502,2.0726201693331e-05,0.265
"2156",0.854432859918548,7.69507165511319e-05,-0.000380355368751195,NA,-0.00308946261875397,NA,-0.000399512512723858,-1.72320225908578e-05,NA,NA,NA,NA,-0.024807404267224,10,16.3198200355065,-2.639640071013,14.8067610246978,2.06669897321793e-05,0.155
"624",0.998434015673602,0.000147163075950863,0.000649223887154231,-0.000136652385563574,-0.00306707407817089,NA,0.000198518551613199,-2.57418118779251e-05,NA,NA,-0.00019950765464715,NA,NA,11,18.6044431543416,-2.63745773725461,14.8089433584562,2.06444508965426e-05,0.263
"2883",0.429168499272612,NA,0.0014859530931696,NA,NA,NA,NA,-2.32113335589689e-06,NA,-0.00119346077265435,-6.68614574216553e-05,NA,-0.00437510642995336,9,14.2313464241065,-2.6366058916912,14.8097952040196,2.06356598268814e-05,0.047
"2334",0.71113317020384,6.4421442403154e-05,NA,-0.00010134560874619,-0.0025147323444161,0.000122579715577953,NA,NA,NA,0.000119559027342912,NA,NA,-0.021977859173711,10,16.3157618353843,-2.63152367076855,14.8148774249423,2.05832889041497e-05,0.153
"1135",1.18733124038467,NA,0.000124863482787749,-6.94495998020499e-05,-0.00297207812401523,NA,-7.33392504050759e-05,-1.99273283092661e-05,NA,NA,NA,-2.20269555433308e-05,NA,10,16.3156354486312,-2.6312708972623,14.8151301984485,2.05806876134843e-05,0.16
"1870",1.24366812524518,0.000126399385015365,NA,-9.78124207596436e-05,-0.00340315281150686,NA,NA,-3.26167745337813e-05,NA,0.000128845235126211,-6.51162705182023e-05,-1.89462365181648e-05,NA,11,18.6005260206695,-2.62962346991043,14.8167776258004,2.0563741999762e-05,0.263
"2474",0.896227170840267,7.77624220367287e-05,NA,NA,-0.00301626389808961,NA,-0.000410129679807748,NA,-0.000650120571636671,0.000282875290466642,NA,NA,-0.0254641754266394,10,16.313934155197,-2.62786831039395,14.8185327853169,2.05457035922576e-05,0.154
"3194",1.34140972371164,0.000124410276460673,NA,NA,-0.00273620709315404,-0.00023274811800383,-7.74421087006059e-05,-3.71927331708285e-05,NA,NA,NA,-3.01772835594769e-05,-0.0055708855678182,11,18.5981677853313,-2.62490699923396,14.8214940964769,2.05153049920709e-05,0.262
"2659",0.528441601527752,NA,0.000344195739540812,NA,NA,NA,-9.01379824393556e-05,1.60327631016567e-05,NA,NA,-7.61197069058391e-05,NA,-0.011078295783049,9,14.2249671225199,-2.62384728851812,14.8225538071927,2.0504437727095e-05,0.046
"1628",1.29926222636987,0.000139777036252947,8.15694877826319e-05,NA,-0.00244612524451424,-0.000252051638025681,NA,-3.70269610701123e-05,NA,NA,-4.85021815448714e-05,-2.67949525192012e-05,NA,11,18.5963280310511,-2.62122749067372,14.8251736050371,2.04775965696555e-05,0.263
"1148",1.37064507898868,0.000129757431940763,-9.10271900029536e-05,NA,-0.00278027422968951,-0.000224161996234623,-7.61707792489822e-05,-4.06387229388178e-05,NA,NA,NA,-3.1713117568845e-05,NA,11,18.5944921596385,-2.61755574784844,14.8288453478624,2.04400368234952e-05,0.263
"2410",0.812377016048426,7.73643646373748e-05,NA,NA,-0.00302200090555335,NA,-0.000380557807964062,-2.17913072886656e-05,NA,-0.000351413541746627,NA,NA,-0.0217713449510189,10,16.3085915836616,-2.61718316732324,14.8292179283876,2.0436229398322e-05,0.155
"3290",1.36515303766206,0.000129408874543186,NA,NA,-0.00252643284276654,-0.000253196265701038,NA,-3.71413735443688e-05,-0.000133182593807143,NA,NA,-2.9515306360856e-05,-0.0106810151055322,11,18.5931652282527,-2.61490188507687,14.8314992106339,2.04129322840166e-05,0.262
"2220",0.868421963758389,7.85134593624261e-05,0.000485038556873087,NA,-0.00292554034191554,NA,-0.000392367777171293,NA,-0.000833025098945317,NA,NA,NA,-0.0229734393559385,10,16.3067184574467,-2.61343691489334,14.8329641808175,2.03979855902229e-05,0.154
"3152",1.3315935925316,0.000114649085424318,-0.000219761998237386,-9.48669727745601e-05,-0.0035168515257543,NA,NA,-3.95283246830597e-05,NA,NA,NA,-2.34868864176757e-05,-0.0116465587806255,11,18.5887881553032,-2.60614773917776,14.8402533565331,2.03237786486175e-05,0.262
"1389",1.2025812080827,NA,NA,-6.76916680163962e-05,-0.00299672478534597,NA,-8.59152735146153e-05,-1.89227163968584e-05,NA,0.00010198171700004,NA,-2.22294772561645e-05,NA,10,16.3015700357742,-2.6031400715485,14.8432610241623,2.02932380328057e-05,0.159
"3406",1.30846715904833,0.000114449857819222,NA,-9.41688131111706e-05,-0.00351503080999013,NA,NA,-4.23018901380209e-05,NA,-0.00020624842417713,NA,-2.33006278147052e-05,-0.0100748650639323,11,18.5868859653413,-2.60234335925409,14.8440577364567,2.02851557066177e-05,0.262
"1657",1.25091876058079,NA,NA,NA,-0.00283004090689321,-0.000117638928353895,-0.000245259977389951,-2.16085479881695e-05,NA,NA,4.45648559202755e-05,-2.91109164314115e-05,NA,10,16.300468746502,-2.60093749300398,14.8454636027068,2.02709016091502e-05,0.159
"869",0.589362065606348,NA,NA,-4.20403053070535e-05,NA,NA,8.8797647613447e-05,1.99740663488819e-05,NA,0.00058693972580616,-0.00010985178172638,NA,NA,9,14.2113677529587,-2.59664854939562,14.8497525463152,2.02274778094025e-05,0.046
"1273",1.18228170632565,NA,NA,NA,-0.00284750541554352,-0.00012372164568595,-0.000266538872162385,-2.07607375350801e-05,0.000192851375428273,NA,NA,-2.38406328703532e-05,NA,10,16.2953240214958,-2.5906480429915,14.8557530527193,2.01668812023725e-05,0.158
"371",0.341293399597186,NA,0.00306217247007552,NA,NA,-0.000124844852274605,0.000191807049538073,-4.43204053936496e-05,NA,-0.00298175697178028,NA,NA,NA,9,14.2056386073854,-2.58519025824913,14.8612108374617,2.01119229757569e-05,0.045
"3592",0.715345815790803,0.000111959481805025,0.000508681637952382,-2.84728714710878e-05,NA,NA,NA,NA,NA,NA,-9.27532367838472e-05,-1.53935195386275e-05,0.00955317464076713,10,16.289390303667,-2.57878060733399,14.8676204883768,2.00475709465936e-05,0.157
"1274",1.34785487217283,0.000127354468770799,NA,NA,-0.00273416732101579,-0.000224844585919825,-7.83960854166982e-05,-3.82436825232472e-05,-6.97566962542643e-06,NA,NA,-3.15928712280271e-05,NA,11,18.5726356764127,-2.57384278139675,14.8725583143141,1.9998136288739e-05,0.262
"2332",0.919598616340865,8.70271375877652e-05,-0.00141609755755512,NA,-0.00180870385935487,-0.000161458912526202,NA,NA,NA,0.00102739842734013,NA,NA,-0.0468674906275743,10,16.2822085227262,-2.56441704545242,14.8819840502584,1.99041094547847e-05,0.152
"2913",0.562858565076798,NA,NA,NA,NA,NA,-8.7296350549268e-05,1.74723395258726e-05,NA,0.00022212328169163,-6.46891834212773e-05,NA,-0.0161524943292995,9,14.1897280849476,-2.55336921337344,14.8930318823374,1.97944639404303e-05,0.044
"853",0.577285808341608,NA,NA,-2.47876597615966e-05,NA,-1.16844670297913e-05,NA,2.18960531719978e-05,NA,0.000595965147069937,-0.000109771377610412,NA,NA,9,14.1889083432544,-2.55172972998703,14.8946713657238,1.97782442419335e-05,0.044
"2439",0.524156462039387,NA,0.00112125426553343,-1.72676207927549e-05,NA,NA,NA,NA,-0.000364909376536804,-0.000834375011260409,NA,NA,-0.0214736711585605,9,14.1880380731734,-2.54998918982506,14.8964119058857,1.97610393152677e-05,0.044
