"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"3517",1.13318319208373,NA,NA,-0.000224881695355102,-0.00308902358423683,0.000302321230490886,0.000317659316898691,NA,-0.000479756047485732,0.000479613534040113,NA,-1.24737475422772e-05,-0.0187634079398099,12,16.3430391984637,6.91392160307259,24.3603226987834,1.74079513748027e-07,0.16
"2024",0.180985319246034,0.000193397938627399,-0.00140077687626044,-0.000238967349856633,NA,NA,0.00113754132128813,-0.000152883303445553,0.00610678990052756,-0.00286276968106965,-0.000502027852813526,1.79643026092071e-05,NA,13,19.1200612139876,6.91777230886694,24.3641734045777,1.73744671699885e-07,0.288
"2687",1.00819132369755,NA,1.80471960752161e-05,-0.000303004677890878,-0.00350968759801354,0.000416448417750384,0.000519802855307002,-1.92559058424374e-05,NA,NA,-4.79718708186131e-05,NA,-0.0242810493182378,12,16.3403234084164,6.91935318316722,24.365754278878,1.7360739171948e-07,0.16
"2941",1.00964687755095,NA,NA,-0.000303909568311247,-0.00351367270284756,0.000418435376243385,0.000521270629098848,-1.90629605996283e-05,NA,1.56988774948964e-05,-4.76840885368579e-05,NA,-0.0244072001827827,12,16.340297938207,6.91940412358602,24.3658052192968,1.73602969959171e-07,0.16
"2808",0.349792814390637,0.000203037450243063,-0.00557990352570765,-6.60388813218844e-05,NA,-0.000253504972285155,0.000473933067233455,-0.000139492944411988,0.00826963488759004,NA,-0.000569414316895973,NA,0.0366997560672072,13,19.1155945057175,6.9267057254071,24.3731068211179,1.72970335592097e-07,0.29
"2540",0.866234657642319,7.83469766951824e-05,8.00422147879606e-07,NA,-0.00305301558434089,NA,-0.000400094469475793,-1.0767011525539e-05,-0.000363512448403201,-1.60943212396392e-05,NA,NA,-0.0239469290171554,12,16.3319966295469,6.93600674090619,24.382407836617,1.72167803243815e-07,0.156
"4066",0.278502942482899,0.000123229238298155,NA,NA,NA,NA,-3.09763389401003e-05,-5.27994233565285e-05,0.00270197964494431,-0.00144583227175545,-0.00023184755751012,-7.61252377030157e-06,0.0375481876464983,12,16.3306987909705,6.93860241805891,24.3850035137697,1.71944502162881e-07,0.16
"1471",1.18261193540993,NA,-0.00223019056600977,-0.000294966036156785,-0.00322228526124186,0.000480082013863701,0.000431185564726338,NA,0.000722009541617155,0.0017952055114083,NA,-2.18724711755316e-05,NA,12,16.3226873147503,6.95462537049932,24.4010264662101,1.70572476187818e-07,0.16
"3828",0.32097462641337,0.000205355564356442,-0.00571762099528495,NA,NA,-0.000379251165154068,0.000274179474989689,-0.00014135253226998,0.00851514703894451,NA,-0.000599331781123601,2.55329517450464e-06,0.036500009335441,13,19.1013389311864,6.95521687446922,24.40161797018,1.70522036498595e-07,0.29
"4025",1.41618222387632,NA,NA,NA,-0.00281024126014717,-0.000109256992477211,-0.000231531927788476,NA,-0.00111751214198411,0.00047496221898266,0.00013012232588058,-3.00717304607726e-05,-0.0282546495766508,12,16.3150205954822,6.96995880903568,24.4163599047465,1.69269745115764e-07,0.158
"3912",0.592033226467929,0.000115477931425675,0.00132530042717419,-2.98404979377185e-05,NA,NA,NA,-5.67725210486123e-06,NA,-0.000639647120650095,-0.000129783829024669,-1.02401216578823e-05,0.0150356893544963,12,16.3137587960884,6.97248240782319,24.418883503534,1.6905629534771e-07,0.158
"3816",0.168548881959233,0.000208594463249089,-0.00560670627204884,-0.000202801248981216,NA,NA,0.00083543176139891,-0.000139680774192931,0.00862066243872442,NA,-0.000636757967960141,9.95475572741631e-06,0.0417433183410602,13,19.0908684466918,6.97615784345849,24.4225589391693,1.68745902875807e-07,0.289
"1916",0.983472591062903,0.000153623766014254,0.00298194524904135,NA,-0.00254824941690803,-0.000323110672301316,7.29524152992284e-05,-7.41813520467834e-05,NA,-0.00267498370038178,-0.000144620961253542,-9.32175237923114e-06,NA,13,19.0882055477036,6.98148364143482,24.4278847371456,1.68297147342288e-07,0.283
"3528",0.884483938104096,9.81748165386152e-05,-0.00164739481121349,-1.75699603954727e-05,NA,NA,NA,-2.28966659267835e-05,0.00132296111699168,0.00051814981379816,NA,-3.16014784177428e-05,0.00615139373026088,12,16.3050247802181,6.98995043956381,24.4363515352746,1.67586184313087e-07,0.158
"3932",0.974339729179684,0.000151955653058123,0.00291191895275765,NA,-0.00273860429587629,-0.000304628431209576,NA,-7.01441285685093e-05,NA,-0.00251646952656603,-0.000155745066816376,-8.2268674500607e-06,0.00321873429247391,13,19.0722852391924,7.01332425845732,24.4597253541681,1.6563902008107e-07,0.283
"1888",0.998698346133074,0.000151503181285027,0.00283721169638206,1.05929157084322e-05,-0.00266449436725477,-0.000331425583466769,NA,-7.14588912221982e-05,NA,-0.00252157451601766,-0.000144662584340004,-9.34998414135828e-06,NA,13,19.0718500827804,7.01419457128131,24.4605956669921,1.65566956879925e-07,0.282
"2940",0.799021628803331,0.000162592826385271,0.00394813844748409,NA,-0.0024603217588938,-0.000337025763038415,8.1902045527095e-05,-7.80689828951626e-05,NA,-0.00332950276160401,-0.000213982150116821,NA,0.00758536116078995,13,19.0654674839609,7.02695976892034,24.4733608646312,1.64513574650496e-07,0.282
"1855",1.2154478553656,NA,-0.00115457140204565,-0.000267274219617095,-0.00314307267608461,0.000421368992375868,0.000399024139676154,NA,NA,0.00123362047283729,3.96605979994227e-05,-2.44258998777944e-05,NA,12,16.2839651176547,7.03206976469057,24.4784708604014,1.64093779331636e-07,0.158
"2303",0.995823822038168,NA,-0.000834321913751187,-0.000349651120164975,-0.00369086507849108,0.000504873749523183,0.000668308350253432,-3.52949447475363e-05,0.000576019802844095,NA,NA,NA,-0.0327569941942064,12,16.2833551561241,7.03328968775178,24.4796907834626,1.63993718958424e-07,0.156
"2879",1.04652586864164,NA,-0.00098166496354983,-0.000348042392761904,-0.00356857955085678,0.000531926088129826,0.000572784199648014,NA,NA,0.00104795774581846,-4.80104513760185e-05,NA,-0.0268261583786224,12,16.275844209277,7.04831158144597,24.4947126771568,1.62766585089689e-07,0.156
"2912",0.824993031407354,0.00015939173045297,0.00370238604637767,9.41885551834292e-06,-0.00261873255341949,-0.000340319062856721,NA,-7.42310666940003e-05,NA,-0.00309168832815534,-0.000211884676111501,NA,0.00644678590995361,13,19.0443934831696,7.06910777050296,24.5155088662138,1.61082891524374e-07,0.281
"1951",1.2244756610671,NA,-0.00204061401513647,-0.000143460046623786,-0.00310789063129098,0.000206016127855755,NA,NA,0.000642828696066184,0.00164567494537469,7.23071889118169e-06,-2.50221984612215e-05,NA,12,16.2598985682449,7.0802028635102,24.526603959221,1.60191750800433e-07,0.157
"2431",1.03737493539555,NA,-0.000565747475291658,-0.00035499052807623,-0.0036848612871844,0.000524850037050545,0.000652911521763786,-1.93650517811736e-05,NA,0.000312063365006963,NA,NA,-0.0326970580074647,12,16.257186916632,7.08562616673601,24.5320272624468,1.59757954998354e-07,0.155
"3743",1.25966878911042,NA,0.000730421973114562,-8.42162333441989e-05,-0.00278362605098049,5.13295656283773e-05,NA,NA,-0.00120194675209317,NA,9.52939784458169e-05,-2.2867695893732e-05,-0.0242301391890294,12,16.2549858422198,7.09002831556049,24.5364294112713,1.59406702559643e-07,0.155
"3806",0.977522602548243,0.000150674354608172,NA,-8.02891392462243e-05,-0.00310632162057476,-0.000108739271308147,NA,-3.86413893194958e-05,0.00104587051192486,NA,-0.000250363696813533,-2.81253268498096e-06,0.00682653305533698,13,19.0327862779426,7.09232218095695,24.5387232766678,1.5922397860623e-07,0.281
"2557",0.972865378648191,NA,NA,-0.000325867091385923,-0.00355919560704809,0.00045728346434204,0.000623775960140921,-3.23171735439332e-05,0.000151826627306409,-0.000383539532571778,NA,NA,-0.0296612065881177,12,16.246221723202,7.10755655359591,24.5539576493067,1.58015747397719e-07,0.154
"3759",1.28436835377287,NA,0.000731453791884957,-6.02417462911416e-05,-0.00269802163301265,NA,-4.17337219788561e-05,NA,-0.00124780662635575,NA,0.000103754168070104,-2.43545214979655e-05,-0.0254329685727564,12,16.2454577558824,7.10908448823514,24.555485583946,1.57895074631617e-07,0.154
"2911",1.00286213112577,NA,0.000423959306446527,-0.000121185094867638,-0.00339554330853319,8.08701683255641e-05,NA,-2.23646517720197e-05,NA,-0.000378677300477715,-6.23056173215115e-05,NA,-0.024514026402803,12,16.244731452098,7.11053709580393,24.5569381915147,1.57780436477476e-07,0.155
"3800",0.363410455878045,0.000202056364055411,-0.00567462752691711,8.81133692839401e-05,NA,-0.000531135070745693,NA,-0.000139315589867445,0.00840862674402585,NA,-0.000587033170172642,4.09436329090255e-07,0.0351193655086295,13,19.0157520668473,7.12639060314758,24.5727916988584,1.56534693694227e-07,0.286
"4011",1.51764696628547,NA,-0.00330938363463437,NA,-0.0031488597853096,NA,-0.000413532486923876,NA,0.000417502106593451,0.00220629022495744,0.000146911020545271,-3.76691383402138e-05,-0.0278570454908064,12,16.2354354895052,7.12912902098957,24.5755301167004,1.56320511658614e-07,0.154
"3070",0.306098898007843,0.000235486177231138,NA,8.05882450196721e-05,-0.00218696814228286,-0.000684769376820498,0.000113335368717862,-0.000243722994886837,0.00828141087584994,-0.00547397467196927,-0.000617542141053904,NA,0.0639000307922093,14,22.1020782411693,7.12917685099476,24.5755779467056,1.56316773297874e-07,0.405
"2536",0.525818471624943,0.000116978024915883,0.00351988445173171,-0.000132737090830721,NA,NA,0.000755100744261295,-5.10073145000752e-05,-0.000882185788622131,-0.00298429281928596,NA,NA,-0.0194734338341454,12,16.2352666674342,7.12946666513157,24.5758677608424,1.56294123533607e-07,0.152
"3901",0.976931665875773,NA,NA,-0.000224143599900397,-0.00286271160507061,0.000312223935836081,0.000310792994684787,NA,NA,0.000360959096871249,-4.96352864199723e-05,-8.48418968962442e-06,-0.0112490878867397,12,16.2319732606117,7.13605347877662,24.5824545744874,1.55780230095416e-07,0.154
"3563",1.2113065860454,NA,-0.00369097527353457,NA,-0.00319530495413772,NA,-0.000454568276601563,-3.08149471258876e-05,0.00224125206945406,0.00147405512681242,NA,-2.56559898112587e-05,-0.0125526153771817,12,16.2316973192823,7.13660536143544,24.5830064571463,1.55737249821917e-07,0.155
"3947",1.53376053817207,NA,-0.00261063079215227,NA,-0.00315113056111067,NA,-0.000388290806851548,-3.24814443669515e-06,NA,0.0017554960391187,0.000177500925561283,-3.93918828396963e-05,-0.0277381848983354,12,16.2246753850622,7.15064922987556,24.5970503255864,1.54647503638785e-07,0.154
"3263",1.06533327119257,NA,0.000678906630595718,-0.000188381135095064,-0.00284497906815631,0.000238975665159524,0.000253192941351574,NA,-0.000686870718622291,NA,NA,-1.12962971327068e-05,-0.017940070314641,12,16.2219518389069,7.15609632218624,24.602497417897,1.54226887069139e-07,0.154
"2927",0.976241472049944,NA,0.000876307998860293,-9.23861394654782e-05,-0.00316968581217032,NA,2.84231513405942e-07,-2.94092090410313e-05,NA,-0.000828011827909148,-6.61394109458466e-05,NA,-0.0242322540510046,12,16.2217623939203,7.15647521215946,24.6028763078703,1.54197672325963e-07,0.154
"2975",1.04053620606333,NA,-0.00215164836055742,-0.000170836326027128,-0.00351064551546079,0.000223949097032928,NA,NA,0.000913306976023117,0.00157967912208946,-0.00010063036537152,NA,-0.0257922352671439,12,16.2214874839752,7.15702503204956,24.6034261277604,1.54155287678585e-07,0.154
"3771",1.31467645757253,NA,0.000692451322804008,NA,-0.00262387132039467,-0.000106542772840033,-0.000205550418530323,NA,-0.00126310397899123,NA,0.000114322867672998,-2.66129115715728e-05,-0.0261292955714026,12,16.2078052108693,7.18438957826134,24.6307906739722,1.52060456637124e-07,0.153
"1981",1.1079444481659,NA,NA,-0.000241317551827827,-0.00296155561142164,0.000361680076006495,0.000360411815559934,NA,-0.00036183461561825,0.000524246704507024,1.70132136428678e-05,-1.92252238932836e-05,NA,12,16.2033689190528,7.1932621618944,24.6396632576052,1.51387366194445e-07,0.153
"3536",1.41048653358254,0.000112817220365031,-0.00309710439522083,-9.69620518069774e-05,-0.00374015740984204,NA,NA,-7.51015894579307e-05,0.00234145844315801,0.000628711063296297,NA,-3.29610644302069e-05,-0.00999022729014642,13,18.9814490068139,7.1949967232143,24.6413978189251,1.5125612777808e-07,0.281
"3005",0.967845155310378,NA,NA,-0.000304879110156241,-0.00328313813808467,0.00045044589339336,0.000492950414928064,NA,-0.000247231913623895,0.000444092808899199,-5.80653476509012e-05,NA,-0.0203623040598567,12,16.2010664935054,7.19786701298923,24.6442681087,1.51039209011762e-07,0.152
"2548",0.538322780528761,0.000116786198020823,0.00391064525914522,NA,NA,-0.000252034175085967,0.00038865422901593,-5.48777146806978e-05,-0.000970217190672508,-0.00334256671180829,NA,NA,-0.0216747872843488,12,16.1937596489579,7.21248070208413,24.6588817977949,1.49939611178447e-07,0.15
"2495",1.07686148787017,NA,-0.00164306483714251,-0.00040276857916009,-0.0037526281409099,0.00064636609825541,0.000710773314796497,NA,3.35763361011226e-05,0.00140493168703282,NA,NA,-0.0354450588068744,12,16.1933049518898,7.21339009622039,24.6597911919312,1.49871449574463e-07,0.151
"3556",0.803484579914611,9.99005731811649e-05,-0.00139150922720798,NA,NA,NA,3.49054967028863e-05,-3.12057559618589e-05,0.00152475003638997,2.72760483256622e-05,NA,-3.17950562350916e-05,0.0122452773925403,12,16.1802336303232,7.23953273935367,24.6859338350645,1.47925179535656e-07,0.152
"2027",1.18810829941371,NA,-0.00313313151816037,NA,-0.00305425857312421,NA,-0.000413806457026566,-3.61973461451472e-05,0.00215467738579468,0.00106705912822826,1.84612281529558e-05,-3.04370578905815e-05,NA,12,16.1766948716067,7.24661025678651,24.6930113524973,1.47402633145305e-07,0.153
"2424",0.495167484956793,0.000113690270407083,0.00251611711053204,-0.00013466148744053,NA,2.2550997130624e-06,0.00077228502609365,-6.51149869033381e-05,NA,-0.00286473680941426,NA,NA,-0.0221409530339205,12,16.1634491659672,7.27310166806564,24.7195027637764,1.45463055153694e-07,0.149
"1967",1.24826625619957,NA,-0.00147956366935273,-4.12419750788732e-05,-0.00276948776480215,NA,-0.000208124526644653,NA,0.000350321212537235,0.00130647554371035,2.3546590581201e-05,-2.82990428232109e-05,NA,12,16.1604667546413,7.27906649071745,24.7254675864283,1.45029870778585e-07,0.152
"895",0.842039884499737,NA,0.00123320728524961,-0.000297658781441505,-0.00325484140030198,0.000415138459626268,0.000530247826050171,-2.52371170480104e-05,NA,-0.000819192838274881,-8.48081619877082e-05,NA,NA,12,16.1585533918974,7.28289321620513,24.7292943119159,1.44752641331918e-07,0.151
"2020",0.72542442132592,0.000100717205846292,-0.00206010339058019,NA,NA,NA,-9.5895040361078e-06,-2.77126856301486e-05,0.00197949561423498,0.00037494335735074,-6.78374192635493e-05,-2.14555737347676e-05,NA,12,16.157078610252,7.28584277949589,24.7322438752067,1.4453932013312e-07,0.151
"4072",-1.45324882929263,0.000320141084558658,0.00061172750735838,-0.000361385864519633,NA,NA,0.00160488510645383,-0.00031990776805991,0.0137910556333198,-0.00822898039947136,-0.00133350283988858,7.68164474803452e-05,0.122522076103542,14,22.0201386531887,7.29305602695585,24.7394571226667,1.44018960126645e-07,0.405
"959",0.876233227088785,NA,-0.00187696763473834,-0.000386663683921607,-0.00339978502343276,0.000639286495270179,0.000619382089691943,NA,0.00115960340434714,0.00151176727274208,-0.000132459149706181,NA,NA,12,16.150235650248,7.29952869950401,24.7459297952148,1.43553619746967e-07,0.151
"3995",1.56811877989502,NA,-0.00130509583089334,NA,-0.00202329878681659,-0.000137866018915732,NA,NA,-0.000853210792891727,0.00116039805772049,0.000204724829001261,-4.2251170885961e-05,-0.0369631976219167,12,16.145779830994,7.30844033801196,24.7548414337228,1.42915393729969e-07,0.15
"3440",1.25848212738551,0.000131818786179572,0.000999808226570427,-0.000146847242744997,-0.00290276620363809,NA,0.000427008255327261,-6.3873356142773e-05,NA,-0.00124769906816366,NA,-2.46603498524554e-05,-0.00871134938170048,13,18.9240412717331,7.30981219337585,24.7562132890867,1.42817397718165e-07,0.277
"3056",0.44987631483719,0.000218864396586691,-0.0030705319671305,-0.000251648871773828,-0.002975762434683,NA,0.000838687465424878,-0.000217352127729781,0.00872802223570002,-0.00298440820564722,-0.000579819778738462,NA,0.0540293607273729,14,22.0000073506761,7.33331863198115,24.779719727692,1.41148659256759e-07,0.402
"3834",1.05072856462482,0.000149542262476817,NA,NA,-0.00280766652798947,-0.000264191729124133,-0.000152590913086699,-3.76788774100407e-05,0.00087174947162961,NA,-0.000214946461228565,-8.28840508305868e-06,0.00374775750222637,13,18.9092746841201,7.33934536860191,24.7857464643127,1.40723966559025e-07,0.275
"1408",1.22446332813959,0.000134887112770353,0.00146054395806726,-0.000110878677723185,-0.00275273459890026,-6.74919147689887e-05,0.000356866177711885,-6.88882815892218e-05,NA,-0.0016263167841882,NA,-2.70367183213159e-05,NA,13,18.8962875756765,7.36531958548917,24.8117206812,1.389081855387e-07,0.276
"3819",1.12578273441376,NA,-0.00156140540720252,NA,-0.00293907471630373,NA,-0.000360219436633981,-3.97518899020324e-05,0.00136288372298923,NA,4.96442508079678e-05,-2.69861795577433e-05,-0.0080080700983171,12,16.1147731761138,7.37045364777249,24.8168547434833,1.38552061187303e-07,0.149
"3710",1.24935647019126,0.000133931838244263,NA,-0.000222400298455158,-0.00318262419399738,0.000160564123149551,0.000509244307262759,-3.96373476222932e-05,NA,NA,-6.31522502342323e-05,-1.62919677899004e-05,-0.0115771994002225,13,18.8906999935078,7.37649474982648,24.8228958455373,1.38134189036381e-07,0.275
"3452",1.27127945348692,0.000134139612561186,0.00141764330102267,NA,-0.00266310392449396,-0.000283761450389284,6.2394673231183e-05,-7.00138084147063e-05,NA,-0.00168816684986504,NA,-2.71853806908617e-05,-0.00832193307804739,13,18.8906565532384,7.37658163036531,24.8229827260761,1.38128188580325e-07,0.275
"1979",1.26041434861307,NA,-0.00149776252033537,NA,-0.00271850748099454,-6.47328094921e-05,-0.000327760322649519,NA,0.000343170800852092,0.0012867589640603,3.26470731124079e-05,-2.98677129756577e-05,NA,12,16.1091401170645,7.38171976587091,24.8281208615817,1.37773783345747e-07,0.149
"2527",1.03727088164147,NA,-0.000742565148826512,-0.000130408137848949,-0.00366361426356984,0.000115267019877669,NA,-2.98602081450932e-05,0.000393873407289713,1.5566423881863e-05,NA,NA,-0.0378215594665672,12,16.108718730582,7.38256253883593,24.8289636345467,1.37715739566092e-07,0.147
